isced11,isco08,mgstatus,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,Percentage
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Norway,2022,6.5,u,0.49
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Poland,2022,170.3,unknown,12.93
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Portugal,2022,11.4,unknown,0.87
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Romania,2022,163.0,unknown,12.38
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Serbia,2022,55.9,unknown,4.25
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Sweden,2022,15.0,unknown,1.14
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Slovenia,2022,7.7,unknown,0.58
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Slovakia,2022,72.1,unknown,5.48
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Austria,2022,98.1,unknown,1.57
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Belgium,2022,103.5,unknown,1.66
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Bulgaria,2022,191.8,unknown,3.08
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Switzerland,2022,45.8,unknown,0.73
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Cyprus,2022,4.9,unknown,0.08
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Czechia,2022,418.7,unknown,6.72
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Germany,2022,946.0,unknown,15.17
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Denmark,2022,45.4,unknown,0.73
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Estonia,2022,20.5,unknown,0.33
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Greece,2022,62.1,unknown,1.0
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Spain,2022,180.0,d,2.89
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Finland,2022,89.9,unknown,1.44
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,France,2022,687.5,d,11.03
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Croatia,2022,103.7,unknown,1.66
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Hungary,2022,295.3,unknown,4.74
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Ireland,2022,10.2,unknown,0.16
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Iceland,2022,1.5,unknown,0.02
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Italy,2022,434.4,unknown,6.97
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Lithuania,2022,50.0,unknown,0.8
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Luxembourg,2022,1.4,unknown,0.02
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Latvia,2022,30.3,unknown,0.49
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Malta,2022,0.6,u,0.01
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Netherlands,2022,99.5,unknown,1.6
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Norway,2022,45.3,unknown,0.73
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Poland,2022,1006.8,unknown,16.15
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Portugal,2022,35.3,unknown,0.57
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Romania,2022,684.5,unknown,10.98
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Serbia,2022,180.3,unknown,2.89
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Sweden,2022,100.6,unknown,1.61
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Slovenia,2022,35.2,unknown,0.56
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,M,THS_PER,Slovakia,2022,225.2,unknown,3.61
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Austria,2022,34.9,unknown,6.35
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Belgium,2022,22.3,unknown,4.06
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Switzerland,2022,12.5,unknown,2.27
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Cyprus,2022,1.5,unknown,0.27
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Czechia,2022,8.2,unknown,1.49
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Germany,2022,197.5,unknown,35.94
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Denmark,2022,4.3,unknown,0.78
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Estonia,2022,2.0,u,0.36
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Greece,2022,3.8,unknown,0.69
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Spain,2022,36.9,d,6.72
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Finland,2022,8.4,unknown,1.53
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,France,2022,62.1,d,11.3
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Croatia,2022,4.7,u,0.86
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Italy,2022,94.8,unknown,17.25
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Lithuania,2022,1.1,u,0.2
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Luxembourg,2022,3.4,unknown,0.62
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Latvia,2022,3.5,unknown,0.64
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Netherlands,2022,17.9,unknown,3.26
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Norway,2022,5.1,u,0.93
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Portugal,2022,4.8,u,0.87
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Serbia,2022,7.0,unknown,1.27
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Sweden,2022,3.8,u,0.69
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,F,THS_PER,Slovenia,2022,9.0,unknown,1.64
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,M,THS_PER,Austria,2022,22.6,unknown,6.2
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,M,THS_PER,Belgium,2022,10.5,unknown,2.88
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,M,THS_PER,Switzerland,2022,15.8,unknown,4.33
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,M,THS_PER,Cyprus,2022,0.9,u,0.25
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,M,THS_PER,Czechia,2022,7.6,unknown,2.08
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,M,THS_PER,Germany,2022,121.1,unknown,33.21
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,M,THS_PER,Denmark,2022,5.5,unknown,1.51
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,M,THS_PER,Estonia,2022,0.9,u,0.25
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,M,THS_PER,Greece,2022,1.8,u,0.49
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,M,THS_PER,Spain,2022,22.0,d,6.03
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,M,THS_PER,Finland,2022,6.2,unknown,1.7
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,M,THS_PER,France,2022,36.2,d,9.93
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,M,THS_PER,Croatia,2022,1.9,u,0.52
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,M,THS_PER,Ireland,2022,5.4,u,1.48
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Elementary occupations,First Generation Immigrant,Y20-64,M,THS_PER,Italy,2022,80.6,unknown,22.1
